X,Y,Z,Day,Date,Time,Lat,Long,Place
0.90381116,0.94331545,6.105214,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
1.3946224,1.697489,7.04015,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
2.0207062,2.207454,7.9451585,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
0.7529764,1.8363527,8.645462,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
-0.023942016,1.5023615,9.238028,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
0.08499416,1.769315,9.012972,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
0.80804306,2.2373815,9.594764,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
1.7776948,2.682703,10.374076,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
1.7549498,2.8898015,10.601525,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
0.32441434,2.621651,10.388441,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
-1.2042835,1.9524715,10.808623,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
-2.2900538,1.0534488,13.150153,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
-3.228581,-0.49559975,16.287754,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
-4.426879,-1.7058687,16.886305,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
-4.2197804,-1.8962077,14.681245,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
-2.9771898,-0.8607155,11.212047,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
-1.9273324,-0.04189853,9.939528,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
-0.6955156,0.4213795,9.431957,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
-0.664391,0.5530606,9.018958,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
-1.5765818,0.1436521,8.350976,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
-2.042254,-0.19752164,7.2352777,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
-1.9428947,-0.37588966,6.317101,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
-1.0546459,-0.59855044,6.600814,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
0.5470751,-0.36870706,9.08001,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
3.716998,-0.5410896,13.000515,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
6.0489507,0.23343466,13.900735,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
6.884527,1.3623008,13.237541,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
4.653131,0.7565677,12.449849,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
2.585738,-0.33877954,12.395979,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
2.2601264,-0.94092125,11.452663,Mondayy,4/4/2016,12.24pm,39,-94,Miller Nichols Library
3.5218706,-0.1376666,10.236409,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
4.361038,0.93732995,9.870096,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
3.3291376,0.8403648,8.313866,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.110489,0.37828386,8.033744,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.1751323,0.142455,9.320627,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
3.4344823,0.5494693,9.340978,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
3.6008794,0.79248077,9.239224,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.5605986,0.19871874,9.563639,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.6843209,-0.5506664,11.179725,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.4253263,-0.4249708,12.21402,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
4.1659107,0.7433996,11.541249,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
5.1020436,1.7992426,10.436325,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
3.8139634,1.1552023,10.314221,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.4492683,1.3311762,8.054094,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.6779146,2.5821466,6.941988,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.8526914,2.943671,11.026496,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.0398598,1.3634979,14.817715,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.6727707,-0.34356794,14.83208,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.017956512,-0.21188685,13.0998745,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.6847417,0.78529817,11.920731,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.8902222,1.6256629,11.878832,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.883816,1.7250223,11.577163,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
3.2836475,1.6579847,9.78989,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
3.0885203,1.8854338,7.290344,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.5378537,2.373851,5.029021,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.0841527,2.4073699,4.1802764,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.2976574,1.8028339,4.8781857,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.82480246,1.1731589,6.542156,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.015562311,0.6548142,6.728904,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.18315643,0.5686229,6.930017,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.2621651,0.7685388,7.249643,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.3060371,1.3024458,7.8829093,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.4664485,1.4209588,8.176199,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.2856863,0.9552865,8.360553,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.92296475,0.11492168,9.562442,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.460463,0.32920274,10.759542,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.0290859,2.4265234,11.421539,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.14604631,2.6144683,10.581175,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-1.352724,1.958457,7.141904,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.90620536,2.4971523,7.855376,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-1.3215994,1.3874398,11.463438,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-2.815581,-0.11492168,13.801375,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-3.2501287,-0.32680854,12.879608,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-2.337938,0.3842694,11.389217,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-1.3802572,0.9780314,9.5013895,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.34835634,1.5622166,7.559692,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.5239093,1.7884687,6.6044054,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.581791,-0.3172317,10.399215,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-2.694674,-3.2812533,16.97489,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-4.522647,-5.2624555,19.109322,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-3.8714242,-4.9787426,16.354792,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.2885013,-1.8710686,10.490194,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.7118542,-0.18555063,7.9092455,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.3068132,0.6823475,7.9750857,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.2270284,0.18076223,9.868899,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.1340753,-0.82001406,11.155783,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.89064306,-1.1587936,10.00896,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-1.0426749,-0.8798691,8.22528,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.50757074,0.107739076,7.7811556,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.1420342,1.198298,5.7125654,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.59855044,1.8076223,3.5996823,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.45010993,1.8914193,3.8367083,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.5693992,1.3742718,8.209718,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
3.0430303,0.9636662,13.170504,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.882619,0.59495914,14.632164,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.0290859,0.2621651,13.538013,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.8435353,-0.19752164,11.3964,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
3.1268275,-0.46686932,10.9103775,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
4.900931,-0.6560113,10.56681,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
7.3406224,-0.8571242,12.039244,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
9.42238,-0.60094464,14.7794075,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
10.222044,-0.94331545,15.769409,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
9.271546,-1.6531962,14.15452,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
8.942344,-1.8986019,12.182896,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
8.007407,-1.0941502,8.752005,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
6.9383965,0.10175357,5.66109,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
6.2991447,0.7386112,6.939594,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
4.4364557,0.037110128,9.835381,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.8339585,-0.7625532,10.973824,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.0366893,-0.39384618,9.314642,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.8363527,1.0462662,6.95755,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.621651,2.2361844,5.6203885,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
3.107674,3.2381577,5.294777,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.5893292,3.5182793,4.2521024,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.7022774,3.2788591,2.9987376,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.1468226,2.8514943,3.429694,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.2401965,2.6743233,5.9029045,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.9540894,2.468422,8.456321,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.29568392,2.2361844,9.167398,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.12569559,2.3403323,8.708909,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.077811554,2.598906,8.201338,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.025139118,2.7257986,7.8829093,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.25617957,2.954445,7.735666,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.78290397,3.4560301,7.908048,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.447295,3.8498764,7.9032598,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.0949266,3.265691,11.008539,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.1176715,2.304419,14.8272915,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.7705121,1.3874398,15.784972,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.8495208,1.0271125,15.0822735,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.5382746,0.14844051,13.523648,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.89184016,-0.06823475,10.693702,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.1121067,0.38187516,8.625112,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.56982,0.6943185,7.026982,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.91937345,1.0869676,8.206126,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.9237411,1.1994951,12.369643,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.3024458,0.12808979,14.404715,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.760159,-0.63206923,12.49055,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.982399,0.3184288,9.498995,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
4.7788267,2.1380222,7.120356,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
6.2763996,3.2106245,6.35062,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
5.5856724,2.9855695,6.5337763,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
3.3494883,1.3994108,7.787141,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.4341269,0.10414778,8.127118,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.3239936,0.047884032,7.5525093,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.4480712,0.9516952,6.943185,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.789245,1.246182,6.9360023,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.315193,1.2904748,6.939594,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.6759412,1.1480197,7.3047094,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.650802,0.47165772,9.560047,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.4089876,0.088585466,9.991004,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.19512744,-0.29328972,9.5492735,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.8319851,-0.08259996,12.774263,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
4.4436383,0.50038815,20.70386,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
5.705383,-2.7509377,20.433315,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
3.074155,-2.1511903,14.873978,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.3822308,-1.0486604,12.786234,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
4.0162735,-0.08379706,13.318944,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
5.446809,-0.19033903,13.342886,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
6.14831,0.8451532,10.475829,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
5.5629277,2.5127146,6.4667387,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
5.6419363,3.477578,5.829881,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
6.2105594,3.8247373,8.7771435,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
4.92607,1.7848774,12.929886,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.4001873,0.008379706,13.226768,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.20231004,-0.32920274,9.915586,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.51355624,1.4975731,6.7923503,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.7788919,3.2465374,6.2249246,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.4432828,3.6332011,5.33069,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.136825,3.5170822,4.220978,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.327164,3.9312792,3.5697548,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.0649989,3.4165258,3.7576995,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.3180081,2.7629087,5.884948,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.79846627,1.62686,6.945579,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.30765492,1.4377182,7.275979,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.9552865,1.520318,6.3578024,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-1.2641385,1.7226281,6.567295,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.9804256,2.0398598,8.171411,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.38067806,1.8662802,9.853337,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.34476504,1.9021933,10.295067,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.03232172,2.5091233,10.196905,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.8331822,3.4440591,12.088325,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.6803088,4.3167458,14.476541,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
3.1040826,3.702633,14.7794075,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.6986861,2.1033063,13.030443,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.30286652,1.353921,12.0488205,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.4177882,1.7729063,12.135012,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.3878607,1.5406688,9.884461,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.2633622,1.8590976,7.4806833,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.6584055,3.0669725,7.501034,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.1811178,3.763685,13.001713,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.99437,2.6264393,16.141708,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.9672575,1.4341269,14.0072775,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.1240777,2.134431,8.752005,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.8710686,3.0597897,5.7628436,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.8514943,3.715801,6.4008985,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
2.7856536,2.8203697,9.520543,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.5598224,1.9560628,9.2308445,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.6536171,2.0123265,8.445546,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.8643068,1.816002,7.890092,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.89064306,1.7609353,7.5333557,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.1468226,2.0015526,7.0940194,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
1.3000516,2.409764,6.1447186,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
0.6464345,2.4947581,6.063316,Mondayy,4/4/2016,12.25pm,39,-94,Miller Nichols Library
-0.5746084,1.3706805,6.7947445,,,,39,-94,
-0.51954174,0.9780314,6.967127,,,,39,-94,
0.003591303,1.3311762,7.315483,,,,39,-94,
0.30047232,1.5705963,7.454347,,,,39,-94,
1.0103531,1.7250223,8.516175,,,,39,-94,
1.5251064,1.4305356,9.92636,,,,39,-94,
2.3116016,0.6536171,12.198458,,,,39,-94,
2.834735,0.2873042,14.079103,,,,39,-94,
3.6020765,0.21547815,15.453375,,,,39,-94,
3.0801406,0,15.7586355,,,,39,-94,
2.5067291,-0.6955156,14.117411,,,,39,-94,
3.1064768,-0.29927522,11.896789,,,,39,-94,
3.2860417,1.5370775,7.8984714,,,,39,-94,
4.286818,2.956839,8.261193,,,,39,-94,
5.033809,2.743755,11.725603,,,,39,-94,
4.132392,1.6950948,15.0104475,,,,39,-94,
1.5514427,0.1592144,13.743915,,,,39,-94,
-0.021547815,0.20231004,10.733206,,,,39,-94,
1.079785,1.6579847,9.016563,,,,39,-94,
2.9281087,2.9245174,8.505402,,,,39,-94,
3.891775,3.3889925,7.8182654,,,,39,-94,
3.690662,3.4440591,6.7827735,,,,39,-94,
3.0490158,2.9364884,6.9144545,,,,39,-94,
1.7417817,1.9919758,7.5094137,,,,39,-94,
0.36870706,1.2749124,7.8469963,,,,39,-94,
-0.5291186,0.9684546,7.135918,,,,39,-94,
0.20949265,1.532289,7.398083,,,,39,-94,
-0.6703765,0.94810385,8.1881695,,,,39,-94,
-1.9297266,0.17357962,8.293514,,,,39,-94,
-2.3223755,-0.015562311,8.318654,,,,39,-94,
-1.340753,1.3515269,8.226477,,,,39,-94,
-0.22505496,3.2920272,6.8689647,,,,39,-94,
-0.48362875,3.6739025,5.919664,,,,39,-94,
-0.80205756,3.727772,7.2687964,,,,39,-94,
-0.31124622,2.7485435,10.9343195,,,,39,-94,
1.0702082,2.0278888,14.371196,,,,39,-94,
2.4660277,2.0721815,17.463306,,,,39,-94,
1.4640543,1.3587095,16.753426,,,,39,-94,
-0.6787562,-0.14963761,12.211626,,,,39,-94,
-1.1875241,0.19393034,8.875306,,,,39,-94,
-0.533907,0.80205756,8.957906,,,,39,-94,
0.18195933,1.0941502,9.011775,,,,39,-94,
1.436521,2.1021092,10.979809,,,,39,-94,
2.4851813,2.3331497,15.646108,,,,39,-94,
2.146402,1.7633295,16.294937,,,,39,-94,
1.7238252,1.8375498,13.968969,,,,39,-94,
2.112883,2.420538,10.788273,,,,39,-94,
2.5965118,2.6384103,8.881291,,,,39,-94,
2.397793,2.633622,7.5070195,,,,39,-94,
2.3475149,2.645593,6.3589997,,,,39,-94,
2.098518,2.6396074,5.7029886,,,,39,-94,
1.7010803,2.5151088,5.439626,,,,39,-94,
1.3060371,2.0697873,5.819107,,,,39,-94,
1.1145009,1.7429788,6.527791,,,,39,-94,
0.60573304,1.2892777,6.4344172,,,,39,-94,
0.015562311,1.115698,6.053739,,,,39,-94,
0.08140286,1.0761937,6.447585,,,,39,-94,
0.25977087,1.1731589,7.1610575,,,,39,-94,
0.20470424,1.2042835,7.404069,,,,39,-94,
-0.07062895,0.9864111,7.6590514,,,,39,-94,
-0.08140286,0.91338795,7.667431,,,,39,-94,
0.93732995,1.62686,8.075643,,,,39,-94,
2.3295584,2.4181437,9.074024,,,,39,-94,
3.1723173,2.802413,10.782288,,,,39,-94,
3.1364043,2.4791958,12.429498,,,,39,-94,
2.1296425,1.1240777,13.831304,,,,39,-94,
1.5897499,0.37229836,13.964181,,,,39,-94,
2.255338,1.115698,14.657303,,,,39,-94,
2.0602105,0.9780314,13.165715,,,,39,-94,
2.4708161,1.4951789,10.729615,,,,39,-94,
2.6767175,2.6982653,8.354567,,,,39,-94,
3.526659,3.192668,8.765172,,,,39,-94,
5.020641,2.682703,12.569559,,,,39,-94,
4.225766,0.94690675,16.372747,,,,39,-94,
2.1787236,-0.29209262,16.203957,,,,39,-94,
-0.08499416,-0.62249243,12.842498,,,,39,-94,
-0.7637503,-0.25019407,10.475829,,,,39,-94,
-0.11372458,0.18914193,9.871294,,,,39,-94,
1.2545617,0.94092125,10.007763,,,,39,-94,
2.0398598,1.5502456,8.809465,,,,39,-94,
2.694674,2.2768857,7.85777,,,,39,-94,
2.5965118,2.7880478,7.079654,,,,39,-94,
1.8171991,2.433706,7.7667904,,,,39,-94,
0.93613285,1.8124107,8.249222,,,,39,-94,
-0.32680854,1.0259154,7.7572136,,,,39,-94,
-1.2725182,0.7230489,6.564901,,,,39,-94,
-1.0857705,1.1791444,5.0613422,,,,39,-94,
-0.7457938,1.6184803,5.067328,,,,39,-94,
-0.09816227,1.8195933,6.3003416,,,,39,-94,
0.19632454,2.0470424,5.424064,,,,39,-94,
-0.04189853,2.3331497,4.3275194,,,,39,-94,
0.002394202,2.6683378,5.4899044,,,,39,-94,
0.5602432,3.064578,7.3765354,,,,39,-94,
1.0702082,3.3051953,9.531317,,,,39,-94,
1.7477672,3.5350387,10.614694,,,,39,-94,
1.9333179,3.3985693,11.799823,,,,39,-94,
1.3802572,2.873042,12.381614,,,,39,-94,
0.025139118,2.27928,12.034455,,,,39,-94,
-0.80205756,1.6867151,13.116634,,,,39,-94,
-0.34356794,1.1803415,15.006856,,,,39,-94,
-1.697489,2.3211784,14.500483,,,,39,-94,
1.3108255,1.721431,8.094796,,,,39,-94,
0.4189853,3.095703,6.530185,,,,39,-94,
1.9692309,3.514688,8.441956,,,,39,-94,
2.0087352,2.7281928,13.924677,,,,39,-94,
0.50637364,0.075417355,18.084602,,,,39,-94,
-2.2637177,-1.602918,15.59583,,,,39,-94,
-3.0945058,-1.3599066,11.945869,,,,39,-94,
-2.1883004,-0.5614403,10.004171,,,,39,-94,
-0.51954174,0.31244332,9.968259,,,,39,-94,
0.15562311,0.24540567,9.570822,,,,39,-94,
0.7206547,0.6679823,9.185355,,,,39,-94,
0.82599956,1.0247183,8.641871,,,,39,-94,
0.7110779,1.0187328,8.471883,,,,39,-94,
0.4345476,0.94810385,8.086416,,,,39,-94,
-0.108936176,0.60693014,7.559692,,,,39,-94,
0.15083471,0.8571242,8.075643,,,,39,-94,
1.0295067,0.92535895,9.441534,,,,39,-94,
1.2856863,0.63087213,8.969876,,,,39,-94,
0.9636662,0.8702923,6.9407907,,,,39,-94,
0.12928689,1.0450691,6.0441623,,,,39,-94,
-0.7445967,0.581791,8.141483,,,,39,-94,
-0.79846627,-0.1448492,9.044097,,,,39,-94,
-0.8535329,0.17836803,7.183802,,,,39,-94,
-0.51954174,0.8882488,6.7253127,,,,39,-94,
0.110133275,1.2042835,7.7943234,,,,39,-94,
1.3802572,1.2366052,10.569203,,,,39,-94,
1.4820108,0.51954174,12.565968,,,,39,-94,
0.59735334,0.009576807,13.636176,,,,39,-94,
0.4201824,0.29328972,12.443863,,,,39,-94,
1.365892,1.1001357,11.563994,,,,39,-94,
1.4736311,1.8351556,10.441113,,,,39,-94,
1.7860745,1.6531962,10.228029,,,,39,-94,
1.4413095,0.676362,14.01446,,,,39,-94,
0.7398083,-0.6476316,17.13171,,,,39,-94,
